zone,state,lga,sector,ea,hhid,cropcode,phl_q02_1,phl_q03_1,phl_q04_1,phl_q05_1,phl_q06_1,phl_q07__1_1,phl_q07__2_1,phl_q07__3_1,phl_q07__4_1,phl_q07__5_1,phl_q07__6_1,phl_q02_2,phl_q03_2,phl_q04_2,phl_q05_2,phl_q06_2,phl_q07__1_2,phl_q07__2_2,phl_q07__3_2,phl_q07__4_2,phl_q07__5_2,phl_q07__6_2,phl_q02_3,phl_q03_3,phl_q04_3,phl_q05_3,phl_q06_3,phl_q07__1_3,phl_q07__2_3,phl_q07__3_3,phl_q07__4_3,phl_q07__5_3,phl_q07__6_3,phl_q08__1,phl_q09_1,phl_q10_1,phl_q11_1,phl_q12__1_1,phl_q12__2_1,phl_q12__3_1,phl_q12__4_1,phl_q12__5_1,phl_q12__6_1,phl_q08__2,phl_q09_2,phl_q10_2,phl_q11_2,phl_q12__1_2,phl_q12__2_2,phl_q12__3_2,phl_q12__4_2,phl_q12__5_2,phl_q12__6_2,phl_q08__3,phl_q09_3,phl_q10_3,phl_q11_3,phl_q12__1_3,phl_q12__2_3,phl_q12__3_3,phl_q12__4_3,phl_q12__5_3,phl_q12__6_3
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169091,3210. PAWPAW,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169092,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169092,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169095,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169095,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,2. RURAL,0,169097,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169099,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169099,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169099,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169099,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169099,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169101,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169101,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169105,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169105,2170. PLANTAIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1615. NWANGELE,2. RURAL,220,169105,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169111,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169111,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169113,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169114,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169114,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169114,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169115,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169115,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169116,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169116,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169117,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169119,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1616. OBOWO,2. RURAL,902,169120,"1122. YAM, YELLOW",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169121,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169122,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,1,1,4,3000,1,0,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169122,"1121. YAM, WHITE",1. YES,2,1,6,3000,1,0,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169125,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169125,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169125,1110. RICE,2. NO,,,,,,,,,,,1. YES,2,3,5,3000,1,1,1,1,1,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169125,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169126,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,3,2,4,3000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169126,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169126,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169127,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169127,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169128,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,1,2,2,5,2500,1,0,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169129,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169129,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169129,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169130,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169130,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169130,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,1,4,0,0,0,0,1,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1627. ONUIMO,2. RURAL,126,169130,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169133,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,1,2,5,2000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169133,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169134,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169134,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169136,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169136,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169137,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169137,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,1. YES,2,1,6,2000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169138,"1121. YAM, WHITE",1. YES,1,3,5,2500,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169138,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,1. YES,1,2,4,2000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,1,1,3,1,0,0,0,0,0,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169139,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169139,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169142,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169142,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169144,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1622. ORU EAST,2. RURAL,692,169144,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169145,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169145,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169145,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169145,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169149,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169149,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169150,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169150,2190. PUMPKIN,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169153,1020. CASSAVA,2. NO,,,,,,,,,,,1. YES,4,3,4,4000,1,0,1,1,1,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169154,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1625. OWERRI NORTH,2. RURAL,210,169154,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,0,169156,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,0,169156,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1602. AHIAZU MBAISE,2. RURAL,234,169160,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1610. ISU,2. RURAL,66,169166,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1610. ISU,2. RURAL,66,169166,"1124. YAM, THREE LEAVED",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1610. ISU,2. RURAL,66,169166,2030. BANANA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1610. ISU,2. RURAL,66,169166,2120. OKRO,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1610. ISU,2. RURAL,776,169170,"1121. YAM, WHITE",2. NO,,,,,,,,,,,1. YES,1,2,4,3000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169171,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
4. South East,16. Imo,1611. MBAITOLI,2. RURAL,1878,169172,1020. CASSAVA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170041,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,6,1,4,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170041,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,4,2,4,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170041,1100. MILLET/MAIWA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,3,2,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170041,1110. RICE,1. YES,8,4,3,1500,1,1,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,15,3,3,1,1,0,1,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170042,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,4,2,4,1000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170042,1110. RICE,1. YES,7,3,5,1600,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170043,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170043,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170043,1100. MILLET/MAIWA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170043,1110. RICE,1. YES,10,7,5,1500,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170044,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,4,2,3,0,1,0,1,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170044,1100. MILLET/MAIWA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170044,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,3,2,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170045,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170045,1110. RICE,1. YES,2,2,5,1000,1,0,0,0,0,0,1. YES,2,2,2,1000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
3. North West,17. Jigawa,1722. MIGA,2. RURAL,96,170046,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
